Date,Price,High,Low,Vol.
4/7/2020,"1,823.60","1,838.97","1,791.92",951.74M
4/6/2020,"1,791.88","1,794.19","1,742.67",1.22B
4/3/2020,"1,725.44","1,743.91","1,706.68",1.00B
4/2/2020,"1,724.86","1,726.76","1,664.13",766.31M
4/1/2020,"1,685.46","1,762.44","1,685.37",1.24B
3/31/2020,"1,754.64","1,757.81","1,722.62",1.04B
3/30/2020,"1,717.12","1,729.63","1,659.95",767.78M
3/27/2020,"1,717.73","1,759.05","1,668.21",1.08B
3/26/2020,"1,686.24","1,735.75","1,679.23",992.47M
3/25/2020,"1,704.76","1,707.64","1,645.28",872.81M
3/24/2020,"1,609.97","1,609.97","1,508.68",679.29M
3/23/2020,"1,482.46","1,516.75","1,458.41",647.53M
3/20/2020,"1,566.15","1,566.82","1,466.48",817.02M
3/19/2020,"1,457.64","1,626.09","1,439.43",977.67M
3/18/2020,"1,591.20","1,693.95","1,591.12",728.01M
3/17/2020,"1,672.44","1,722.97","1,637.88",649.78M
3/16/2020,"1,714.86","1,805.43","1,714.38",682.00M
3/13/2020,"1,771.44","1,809.31","1,680.60",1.04B
3/12/2020,"1,834.33","1,897.23","1,808.56",850.34M
3/11/2020,"1,908.27","1,967.70","1,898.27",679.72M
3/10/2020,"1,962.93","1,968.17","1,934.72",638.56M
3/9/2020,"1,954.77","1,989.50","1,946.90",666.87M
3/6/2020,"2,040.22","2,062.57","2,032.13",865.59M
3/5/2020,"2,085.26","2,089.08","2,059.99",675.20M
3/4/2020,"2,059.33","2,063.59","2,005.81",606.29M
3/3/2020,"2,014.15","2,051.85","2,009.39",615.69M
3/2/2020,"2,002.51","2,017.07","1,969.34",528.10M
2/28/2020,"1,987.01","2,031.01","1,980.82",671.55M
2/27/2020,"2,054.89","2,085.40","2,049.15",562.77M
2/26/2020,"2,076.77","2,089.64","2,059.13",810.94M
2/25/2020,"2,103.61","2,105.49","2,071.50",1.57B
2/24/2020,"2,079.04","2,120.06","2,079.03",948.62M
2/21/2020,"2,162.84","2,184.43","2,160.28",635.47M
2/20/2020,"2,195.50","2,228.18","2,186.72",709.56M
2/19/2020,"2,210.34","2,226.00","2,191.20",591.16M
2/18/2020,"2,208.88","2,232.93","2,205.21",470.42M
2/17/2020,"2,242.17","2,250.05","2,230.26",458.25M
2/14/2020,"2,243.59","2,251.50","2,221.90",597.22M
2/13/2020,"2,232.96","2,255.49","2,230.30",638.67M
2/12/2020,"2,238.38","2,242.24","2,214.77",632.46M
2/11/2020,"2,223.12","2,233.32","2,211.25",526.21M
2/10/2020,"2,201.07","2,203.39","2,180.51",609.57M
2/7/2020,"2,211.95","2,223.92","2,198.14",800.34M
2/6/2020,"2,227.94","2,229.99","2,182.25",695.22M
2/5/2020,"2,165.63","2,181.52","2,154.88",574.40M
2/4/2020,"2,157.90","2,162.32","2,120.53",624.64M
2/3/2020,"2,118.88","2,126.73","2,082.74",836.70M
1/31/2020,"2,119.01","2,167.23","2,119.01",710.51M
1/30/2020,"2,148.00","2,187.45","2,139.72",602.84M
1/29/2020,"2,185.28","2,195.45","2,172.33",692.30M
1/28/2020,"2,176.72","2,199.93","2,166.23",808.88M
1/23/2020,"2,246.13","2,260.63","2,241.94",509.61M
1/22/2020,"2,267.25","2,269.27","2,235.13",608.51M
1/21/2020,"2,239.69","2,266.31","2,238.25",770.32M
1/20/2020,"2,262.64","2,277.23","2,258.09",545.49M
1/17/2020,"2,250.57","2,268.71","2,245.58",580.82M
1/16/2020,"2,248.05","2,249.09","2,225.41",808.33M
1/15/2020,"2,230.98","2,238.21","2,223.39",746.16M
1/14/2020,"2,238.88","2,250.79","2,232.94",835.90M
1/13/2020,"2,229.26","2,230.43","2,204.49",488.29M
1/10/2020,"2,206.39","2,206.92","2,188.10",594.54M
1/9/2020,"2,186.45","2,186.45","2,172.16",592.60M
1/8/2020,"2,151.31","2,162.32","2,137.72",913.83M
1/7/2020,"2,175.54","2,181.62","2,164.27",568.24M
1/6/2020,"2,155.07","2,164.42","2,149.95",592.67M
1/3/2020,"2,176.46","2,203.38","2,165.39",631.56M
1/2/2020,"2,175.17","2,202.32","2,171.84",494.68M
