자치구명,법정동명,건물명,물건금액(만원),건물면적(㎡),토지면적(㎡),건축년도
강동구,천호동,성우스타팰리스,32055,54.4,65.3,2017.0
강동구,천호동,성우스타팰리스,31790,54.4,65.3,2017.0
구로구,구로동,주공1,75000,73.68,0.0,1986.0
마포구,서교동,성운,46100,58.44,35.59,2007.0
금천구,시흥동,관악산벽산타운5,50000,84.97,0.0,2004.0
용산구,보광동,(265-932),140000,34.2,23.7,1996.0
노원구,공릉동,성원빌라,13700,56.16,30.97,1994.0
송파구,방이동,올림픽선수기자촌2단지,189000,83.06,0.0,1988.0
도봉구,도봉동,세광빌라,12000,45.3,23.51,2002.0
동작구,흑석동,명수대현대,157000,112.29,0.0,1988.0
마포구,신수동,세양청마루,72000,57.44,0.0,2003.0
동작구,노량진동,노량진 드림스퀘어 복합빌딩,20400,24.13,35.15,2020.0
성동구,하왕십리동,센트라스,155000,84.99,0.0,2016.0
양천구,신정동,소망그린빌라2차나동,17900,40.74,22.17,1992.0
구로구,오류동,이좋은집,11800,29.43,37.53,2005.0
강남구,삼성동,,360000,292.72,148.3,1991.0
마포구,도화동,마포동원베네스트,86000,58.65,0.0,2010.0
송파구,거여동,송파레이크파크호반써밋Ⅱ,150000,108.81,0.0,2022.0
송파구,송파동,송파삼성래미안아파트,155000,105.99,0.0,2001.0
종로구,계동,,150000,100.33,155.1,1970.0
서초구,잠원동,잠원현대훼밀리,136500,59.56,0.0,1997.0
강남구,대치동,은마,213300,76.79,0.0,1979.0
서대문구,홍은동,홍은동벽산,85000,142.98,0.0,1997.0
종로구,신문로2가,디팰리스,115000,51.34,78.9,2020.0
강서구,화곡동,스위트빌3,26000,61.23,40.2,2002.0
성북구,하월곡동,스카이뷰,42000,59.5,21.11,2017.0
은평구,불광동,16-151,35000,51.29,40.75,2018.0
노원구,중계동,중계그린1단지,50000,44.1,0.0,1990.0
동대문구,청량리동,205-760,26500,29.93,19.76,2014.0
서대문구,홍은동,홍은동벽산,70500,142.98,0.0,1997.0
동대문구,휘경동,스페이스에이치,21700,16.44,4.63,2019.0
동작구,상도동,라온파크,41500,43.96,28.95,2013.0
노원구,월계동,네오하임(NEOHEIM),25900,28.48,12.91,2019.0
영등포구,양평동6가,한솔,72000,84.13,0.0,1999.0
서대문구,북가좌동,라클라쎄(321-22),28000,47.38,29.18,2016.0
광진구,구의동,구의현대2단지,120000,84.91,0.0,1996.0
영등포구,신길동,신길센트럴자이아파트,129000,84.98,0.0,2021.0
송파구,가락동,헬리오시티,157000,59.96,0.0,2018.0
은평구,진관동,구파발10단지어울림(1011~1019동)BL3-1,87000,101.9,0.0,2010.0
중랑구,신내동,신내6대주,52000,49.77,0.0,1996.0
용산구,남영동,,704700,659.38,269.8,1965.0
관악구,봉천동,,370000,574.7,191.3,1989.0
영등포구,신길동,,54000,112.76,52.89,1983.0
마포구,상암동,,945000,1164.01,417.0,2008.0
성북구,길음동,래미안길음센터피스,131500,84.9,0.0,2019.0
도봉구,방학동,신동아아파트1,47500,70.62,0.0,1986.0
강서구,화곡동,신목빌라(102-148),19200,53.48,28.41,2002.0
관악구,신림동,,109000,299.4,165.0,2009.0
관악구,신림동,그린골드맨션,25000,70.22,34.96,2001.0
성북구,정릉동,508-55,20000,62.34,28.66,2002.0
서대문구,홍제동,청구1차,79000,84.78,0.0,1994.0
강동구,명일동,래미안솔베뉴,105000,59.32,0.0,2019.0
양천구,신정동,신트리4,60500,59.73,0.0,2000.0
성북구,석관동,래미안아트리치,79000,59.96,0.0,2019.0
마포구,현석동,래미안웰스트림,132000,59.96,0.0,2016.0
강서구,방화동,리치하우스,20000,42.07,26.36,2015.0
중랑구,상봉동,아스테르,24000,14.95,5.6,2021.0
중랑구,상봉동,아스테르,25000,18.26,6.85,2021.0
성북구,장위동,래미안장위퍼스트하이,74200,59.99,0.0,2020.0
송파구,잠실동,아시아선수촌아파트,350000,151.01,0.0,1986.0
강서구,화곡동,금강아크로빌(56-424),17000,50.16,26.47,2002.0
강동구,둔촌동,현진빌리지,31500,29.97,17.8,2016.0
마포구,망원동,,130000,215.63,125.0,2001.0
강북구,번동,한진,39500,58.65,0.0,2000.0
동작구,대방동,,140000,116.75,116.0,1999.0
광진구,구의동,래미안파크스위트,108000,59.98,0.0,2018.0
강서구,화곡동,금선빌라,25000,67.57,38.38,2001.0
강북구,수유동,,28800,48.57,101.0,2009.0
성북구,동선동3가,현대아트빌리지(C),21000,50.33,36.7,1991.0
성북구,동소문동4가,양지빌라트(243-0),30500,73.9,43.66,2004.0
강동구,고덕동,래미안힐스테이트고덕,124400,72.02,0.0,2016.0
강동구,고덕동,래미안힐스테이트고덕,139500,84.83,0.0,2016.0
마포구,공덕동,풍림브이아이피텔,16100,30.89,30.89,1990.0
관악구,신림동,,109000,299.4,165.0,2009.0
강서구,화곡동,업타운빌리지,19310,29.99,28.52,2017.0
강북구,수유동,,75600,222.84,139.0,1990.0
관악구,신림동,에스디플러스아크로빌,26400,29.89,13.14,2015.0
강남구,도곡동,럭키(963),177000,84.97,0.0,1995.0
강북구,미아동,에스케이북한산시티,59000,84.86,0.0,2004.0
강북구,미아동,에스케이북한산시티,58000,84.92,0.0,2004.0
종로구,사직동,(174-1),69000,26.47,17.34,1991.0
영등포구,여의도동,은하,178000,121.51,0.0,1974.0
강동구,고덕동,,220000,311.76,230.9,1900.0
강서구,방화동,에어뷰21-1오피스텔,8000,26.86,26.86,1999.0
노원구,상계동,에이원빌리지,38300,28.87,17.99,2021.0
구로구,개봉동,로얄하이츠(260-10),23000,38.51,25.83,2011.0
노원구,공릉동,태릉해링턴플레이스,74300,59.98,0.0,2022.0
동대문구,장안동,엘림하우스101동102동103동,38750,39.52,24.53,2023.0
동대문구,장안동,엘림하우스101동102동103동,39100,39.52,24.53,2023.0
동대문구,장안동,엘림하우스101동102동103동,41700,43.4,26.94,2023.0
동대문구,장안동,엘림하우스101동102동103동,42100,43.4,26.94,2023.0
동대문구,장안동,엘림하우스101동102동103동,43350,44.18,27.43,2023.0
동대문구,장안동,엘림하우스101동102동103동,43650,44.18,27.43,2023.0
동대문구,장안동,엘림하우스101동102동103동,41850,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,42300,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,41850,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,42300,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,41450,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,41850,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,41450,44.46,27.6,2023.0
은평구,수색동,DMC SK VIEW 아이파크포레,50500,49.92,0.0,0.0
동대문구,장안동,엘림하우스101동102동103동,41850,44.46,27.6,2023.0
동대문구,장안동,엘림하우스101동102동103동,44350,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43500,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43950,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43500,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43950,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43950,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,44350,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,43950,45.97,28.54,2023.0
동대문구,장안동,엘림하우스101동102동103동,46950,48.87,30.34,2023.0
동대문구,장안동,엘림하우스101동102동103동,46500,48.87,30.34,2023.0
동대문구,장안동,엘림하우스101동102동103동,46300,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,46300,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45900,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45450,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45900,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45900,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45900,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,45450,49.21,30.55,2023.0
동대문구,장안동,엘림하우스101동102동103동,46500,49.41,30.67,2023.0
동대문구,장안동,엘림하우스101동102동103동,46050,49.41,30.67,2023.0
동대문구,장안동,엘림하우스101동102동103동,49150,53.87,33.44,2023.0
동대문구,장안동,엘림하우스101동102동103동,49700,53.87,33.44,2023.0
강남구,역삼동,엘지역삼에클라트,20500,27.75,38.77,2004.0
양천구,신월동,롯데캐슬,112000,116.38,0.0,2014.0
노원구,하계동,장미(시영6),54700,54.29,0.0,1989.0
강서구,마곡동,힐스테이트 에코 마곡역,19500,19.97,29.4,2017.0
양천구,신월동,롯데캐슬(1057-0),73800,70.91,0.0,2010.0
서초구,서초동,롯데캐슬메디치,164000,103.24,0.0,2010.0
성북구,길음동,롯데캐슬클라시아,89500,59.88,0.0,2022.0
서대문구,연희동,연희자이엘라,14300,13.64,0.0,2014.0
은평구,응암동,조이팰리스(90-23),30000,67.4,0.0,2003.0
은평구,역촌동,연희하이빌,33500,39.74,24.66,2016.0
강남구,대치동,은마,213300,76.79,0.0,1979.0
강남구,대치동,영동타운B,11490,63.51,49.5,1982.0
강남구,대치동,영동타운B,11490,63.51,50.0,1982.0
강남구,대치동,영동타운B,11490,63.51,49.5,1982.0
강남구,대치동,영동타운B,11490,63.54,50.0,1982.0
강남구,대치동,영동타운B,11490,87.74,50.0,1982.0
종로구,삼청동,,150000,69.42,171.9,1970.0
강북구,수유동,,73500,99.6,139.0,1973.0
성북구,동소문동6가,,105000,248.93,148.7,2002.0
용산구,이태원동,오렌지카운티,90000,82.96,42.02,2002.0
동대문구,장안동,장안현대홈타운(336),81500,84.87,0.0,2003.0
중구,오장동,오장동오팰리오,57000,39.69,0.0,2021.0
용산구,산천동,리버힐삼성,105000,59.55,0.0,2001.0
용산구,이태원동,오렌지카운티,90000,82.96,42.02,2002.0
구로구,오류동,길훈,33000,53.94,0.0,1986.0
광진구,자양동,"진연빌(A,B동)",37500,29.94,22.81,2020.0
중구,입정동,힐스테이트 세운 센트럴 2단지,62909,49.96,0.0,0.0
중구,입정동,힐스테이트 세운 센트럴 1단지,106206,59.99,0.0,0.0
강북구,우이동,우리팰리스타운,30500,54.15,50.03,2020.0
강남구,삼성동,우림보보카운티 오피스텔,31000,27.18,38.15,2004.0
중구,입정동,힐스테이트 세운 센트럴 1단지,106206,59.99,0.0,0.0
중구,입정동,힐스테이트 세운 센트럴 2단지,65219,42.29,0.0,0.0
중구,입정동,힐스테이트 세운 센트럴 2단지,83065,50.0,0.0,0.0
중구,입정동,힐스테이트 세운 센트럴 2단지,78950,50.0,0.0,0.0
중구,입정동,힐스테이트 세운 센트럴 2단지,60065,50.0,0.0,0.0
송파구,신천동,한신잠실코아,75000,63.0,80.72,1988.0
양천구,신정동,하나목동파크뷰,35000,25.67,40.35,2020.0
광진구,광장동,워커힐,317000,226.44,0.0,1978.0
송파구,신천동,장미1,159500,71.2,0.0,1979.0
마포구,염리동,마포자이,156000,84.69,0.0,2003.0
마포구,대흥동,마포태영,98500,59.4,0.0,1999.0
마포구,염리동,마포프레스티지자이,158000,84.81,0.0,2021.0
은평구,진관동,은평뉴타운솔하임,14800,14.24,0.0,2017.0
동작구,상도동,은혜빌,26000,49.56,28.78,2011.0
송파구,문정동,파크하비오,19800,23.76,30.03,
은평구,대조동,명주빌하모니,37500,57.49,35.28,2009.0
강서구,등촌동,명품준펠리체,22500,27.27,16.78,2015.0
관악구,봉천동,,239000,349.2,154.3,1993.0
강남구,역삼동,개나리래미안,186000,59.95,0.0,2006.0
강남구,역삼동,개나리래미안,230000,84.93,0.0,2006.0
은평구,불광동,누리시아,26000,29.12,19.87,2018.0
강서구,화곡동,청운빌라,18000,59.77,27.97,2001.0
양천구,신정동,목동신시가지12,131000,71.64,0.0,1988.0
양천구,신정동,목동신시가지14,135000,71.4,0.0,1987.0
양천구,신정동,목동신시가지14,126000,74.19,0.0,1987.0
양천구,신정동,목동신시가지14,194500,108.28,0.0,1987.0
강동구,천호동,다성이즈빌(167-102),17250,14.88,5.32,2017.0
양천구,목동,목동트윈빌,145000,112.73,0.0,2000.0
양천구,목동,목동트윈빌,180000,162.3,0.0,2000.0
영등포구,문래동6가,문래투웨니퍼스트,26800,27.59,37.94,2018.0
송파구,문정동,문정래미안,138000,84.96,0.0,2004.0
송파구,문정동,문정래미안,139500,120.97,0.0,2004.0
노원구,상계동,미라보(성림),39800,60.0,0.0,2006.0
송파구,가락동,헬리오시티,185000,84.99,0.0,2018.0
강서구,마곡동,미르웰플러스오피스텔,14000,19.46,27.8,2015.0
은평구,신사동,미성,70000,83.27,0.0,1987.0
노원구,공릉동,혜양빌라트,22000,65.41,49.59,1998.0
서초구,방배동,메종슈에뜨15,75000,46.68,25.95,2018.0
은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,86000,84.49,0.0,2009.0
성북구,정릉동,반석캐슬(791-4),26500,27.5,18.84,2021.0
은평구,진관동,폭포동4단지힐스테이트(408~422동)BL3-9,99000,134.87,0.0,2010.0
서초구,반포동,반포미도,218000,84.96,0.0,1987.0
서초구,반포동,반포쎄레노아파트,79000,80.04,0.0,2002.0
동작구,대방동,,300000,378.79,153.7,2020.0
강서구,화곡동,청운빌라,18000,59.77,27.97,2001.0
노원구,공릉동,혜양빌라트,27000,65.41,49.59,1998.0
서초구,서초동,주웅빌라,80000,91.96,57.75,1998.0
강서구,방화동,방화5,40000,33.18,0.0,1994.0
구로구,신도림동,대림2,82000,59.88,0.0,2001.0
구로구,신도림동,대림2,98200,84.95,0.0,2001.0
노원구,월계동,(534-219),3400,32.73,17.12,1997.0
서초구,양재동,백두빌라(281-9),38000,34.98,21.49,2011.0
은평구,응암동,백련산에스케이뷰아이파크,93000,84.9,0.0,2020.0
은평구,응암동,백련산파크자이,72000,59.79,0.0,2021.0
성동구,행당동,대림e-편한세상,87500,59.96,0.0,2000.0
서대문구,홍제동,홍제원현대(459-0),63500,59.93,0.0,2000.0
서초구,방배동,번성마을,86000,20.67,11.86,2004.0
영등포구,신길동,대방전철,75000,75.88,0.0,1976.0
중랑구,신내동,벽산,81000,134.94,0.0,2000.0
영등포구,신길동,보라매두산위브,87000,84.96,0.0,2005.0
동작구,대방동,보라매코오롱하늘채,96000,84.7,0.0,2005.0
강서구,화곡동,강서힐스테이트,115000,84.99,0.0,2015.0
도봉구,방학동,경서빌,25500,57.34,36.12,2015.0
강서구,화곡동,LG주택,24500,63.69,29.49,2001.0
은평구,구산동,(24-7),21400,57.37,27.63,2000.0
용산구,이촌동,LG한강자이,370000,168.53,0.0,2003.0
은평구,역촌동,부상탑빌,33000,93.77,51.08,2003.0
강북구,번동,경원주택,15300,32.37,13.23,1993.0
도봉구,창동,"북한산팰리스(201,202동)",29500,40.74,27.05,2016.0
영등포구,문래동6가,대원,65000,59.99,0.0,1998.0
종로구,창신동,대일빌라트나동,50000,81.42,57.2,1997.0
동대문구,휘경동,주공1,72300,84.73,0.0,2001.0
종로구,홍파동,경희궁자이(2단지),162500,77.97,0.0,2017.0
성동구,금호동4가,힐스테이트서울숲리버,160000,84.88,0.0,2018.0
강남구,대치동,대치아이파크,374500,119.58,0.0,2008.0
성북구,정릉동,정릉풍림아이원,44000,59.88,0.0,2005.0
중구,황학동,한양 I-Class,12500,19.05,27.6,2013.0
마포구,염리동,삼부골든타워,30000,32.5,48.15,2003.0
은평구,응암동,삼부하이빌,23300,60.16,33.15,2008.0
노원구,중계동,	(506)	,21500,41.68,57.53,2005.0
용산구,도원동,삼성래미안,144000,114.99,0.0,2001.0
성북구,종암동,삼성래미안,79200,84.95,0.0,2004.0
관악구,봉천동,더헤르미온,24500,15.45,16.87,2021.0
강북구,미아동,삼성래미안트리베라2단지,82000,84.15,0.0,2010.0
동작구,상도동,이화아트빌라,34000,52.12,36.92,1996.0
도봉구,도봉동,삼성스타빌B동,19000,29.92,19.08,2016.0
도봉구,도봉동,삼성스타빌B동,19000,29.92,19.08,2016.0
강남구,역삼동,삼성제일빌딩,37300,45.5,45.5,1994.0
강동구,암사동,THENEST,42000,43.8,25.45,2022.0
양천구,목동,(720-5),33000,50.18,29.92,2015.0
도봉구,쌍문동,삼익세라믹,57000,79.98,0.0,1988.0
강동구,상일동,고덕롯데캐슬베네루체,123000,84.92,0.0,2019.0
송파구,신천동,파크리오,160000,59.95,0.0,2008.0
서초구,양재동,삼호물산빌딩,14500,27.36,36.53,1991.0
서초구,양재동,삼호물산빌딩,14000,27.36,36.53,1991.0
송파구,삼전동,(100-4),26000,22.43,10.82,2001.0
동대문구,답십리동,동답한신,69000,96.4,0.0,1992.0
노원구,상계동,상계주공14(고층),41450,45.9,0.0,1989.0
노원구,상계동,상계주공4(고층),84500,83.7,0.0,1988.0
구로구,고척동,홍성파크빌,20000,43.27,34.5,2013.0
송파구,오금동,동부빌라,41000,69.12,42.21,1992.0
동작구,상도동,상도탑하우스빌,30000,67.15,33.47,2004.0
강동구,상일동,고덕자이,133500,84.97,0.0,2021.0
은평구,수색동,DMC아트포레자이,56270,59.9,0.0,0.0
마포구,상암동,상암월드컵파크7단지,102000,84.45,0.0,2005.0
강서구,등촌동,서광등촌마을아파트,78000,84.93,0.0,1999.0
도봉구,창동,동아청솔,62000,59.76,0.0,1997.0
용산구,이촌동,왕궁,224500,102.48,0.0,1974.0
서대문구,충정로3가,충정리시온,18000,29.23,47.21,2004.0
성동구,행당동,서울숲리버뷰자이,155000,84.9,0.0,2018.0
성동구,행당동,서울숲리버뷰자이,157500,84.95,0.0,2018.0
성동구,행당동,서울숲리버뷰자이,160000,84.95,0.0,2018.0
구로구,개봉동,동인,34400,71.38,0.0,1989.0
광진구,구의동,선경쉐르빌나동,25000,66.09,28.16,2002.0
강북구,수유동,해오름빌리지B동,15500,34.08,21.34,2013.0
관악구,봉천동,관악드림(삼성),70000,59.83,0.0,2003.0
마포구,성산동,성산시영(선경),88400,50.54,0.0,1986.0
관악구,봉천동,두산,79000,59.92,0.0,2000.0
강남구,개포동,성원대치2단지아파트,108000,39.53,0.0,1992.0
구로구,개봉동,두산,47500,59.69,0.0,1997.0
광진구,중곡동,현대그린타운,17700,62.9,28.4,1997.0
동대문구,답십리동,두산,74000,84.83,0.0,2000.0
은평구,대조동,성진빌라(190-20),27000,37.75,20.83,1991.0
양천구,목동,효성하이츠,13000,57.91,30.91,2000.0
강북구,미아동,두산위브트레지움,69000,84.99,0.0,2011.0
송파구,신천동,파크리오,183000,84.79,0.0,2008.0
강동구,암사동,한신빌라,16000,34.01,33.45,1990.0
동대문구,답십리동,한성아펠시티,25500,29.93,42.86,2019.0
송파구,마천동,광성빌라(다동),53000,40.41,19.0,1994.0
강서구,마곡동,힐스테이트에코동익,20900,24.57,35.0,2017.0
송파구,가락동,가락(1차)쌍용아파트,107000,59.92,0.0,1997.0
중랑구,면목동,제이팰리스,36900,29.8,23.93,2023.0
용산구,이태원동,청화1,302000,174.38,0.0,1982.0
송파구,장지동,송파더센트레,90000,51.82,0.0,2013.0
송파구,송파동,송파삼성래미안아파트,126000,79.7,0.0,2001.0
송파구,송파동,송파삼성래미안아파트,157000,126.4,0.0,2001.0
동작구,사당동,디에스리브1단지101동,40350,43.08,27.16,2021.0
동작구,사당동,디에스리브1단지101동,40350,43.08,27.16,2021.0
종로구,사직동,광화문 스페이스본,37500,39.54,53.52,2008.0
강북구,미아동,태청주택라동,19000,45.54,33.67,1990.0
동대문구,휘경동,휘경SK뷰,83000,59.39,0.0,2019.0
구로구,구로동,구로동복합건물OPUS1,15000,31.2,40.59,2004.0
송파구,가락동,가락한일유앤아이,80000,100.95,0.0,2003.0
성북구,장위동,우진빌라(233-98),40000,36.82,23.22,2001.0
금천구,독산동,신광스카이빌,34000,70.62,38.25,2009.0
성동구,금호동2가,신금호파크자이,139000,84.98,0.0,2016.0
성동구,옥수동,래미안 옥수 리버젠,120500,59.25,0.0,2012.0
성동구,옥수동,래미안 옥수 리버젠,157000,84.51,0.0,2012.0
구로구,개봉동,현대,89300,114.99,0.0,2001.0
강서구,마곡동,마곡나루역보타닉푸르지오시티,16500,22.17,31.61,2017.0
서대문구,홍은동,현일,17000,35.5,23.67,1990.0
동작구,노량진동,신동아리버파크,95000,84.88,0.0,2001.0
강남구,압구정동,한양7,318000,106.22,0.0,1981.0
도봉구,방학동,신동아아파트4,46850,84.9,0.0,1995.0
서대문구,연희동,(193-18),16650,16.8,10.23,2014.0
강동구,둔촌동,신동아파밀리에,78000,58.75,0.0,2002.0
동작구,대방동,411-5,18500,22.66,13.84,2015.0
성북구,하월곡동,신생주택,18000,37.6,18.28,2002.0
강동구,둔촌동,신성둔촌미소지움2,77000,59.88,0.0,2000.0
노원구,공릉동,신성미소지움아파트,60000,85.0,0.0,2004.0
마포구,상수동,래미안밤섬리베뉴Ⅰ,143000,84.99,0.0,2014.0
구로구,개봉동,신세기,51000,92.04,0.0,2003.0
강서구,등촌동,그린빌에이동,23500,29.21,14.04,2016.0
성동구,성수동2가,신안맨션A동,185300,52.01,58.36,1983.0
강남구,개포동,래미안블레스티지,190000,59.97,0.0,2019.0
노원구,상계동,5차홍진그린맨션,34700,62.88,31.44,1996.0
구로구,구로동,그린플러스 구로 해담채2,10000,17.19,24.05,2013.0
구로구,구로동,그린플러스 구로 해담채2,10000,17.19,24.05,2013.0
노원구,중계동,주공8,52000,49.72,0.0,1993.0
마포구,신수동,신촌삼익,92250,59.85,0.0,1997.0
동대문구,전농동,래미안아름숲,109500,114.92,0.0,2012.0
동대문구,전농동,래미안아름숲,109500,114.92,0.0,2012.0
관악구,신림동,신화아트홈,34000,78.05,44.05,2002.0
동대문구,이문동,쌍용,72000,84.89,0.0,2000.0
강남구,대치동,쌍용대치2,285000,120.76,0.0,1983.0
동대문구,답십리동,래미안위브,89000,59.97,0.0,2014.0
동대문구,답십리동,래미안위브,110000,84.98,0.0,2014.0
강서구,등촌동,주공10,69000,58.14,0.0,1995.0
강남구,청담동,래미안청담로이뷰,380000,110.2,0.0,1992.0
송파구,잠실동,주공아파트 5단지,234000,76.5,0.0,1978.0
동대문구,전농동,래미안크레시티,120000,84.98,0.0,2014.0
동작구,상도동,힐스테이트 상도 센트럴파크,128000,84.61,0.0,2012.0
강남구,압구정동,"현대1차(12,13,21,22,31,32,33동)",780000,196.21,0.0,1976.0
성동구,성수동1가,아크로서울포레스트,575000,164.86,0.0,2020.0
송파구,가락동,래미안파크팰리스,165000,114.76,0.0,2007.0
송파구,거여동,금수산빌라,25000,54.47,28.36,1995.0
영등포구,양평동3가,양평역 대우미래사랑,65000,77.37,94.7,2004.0
금천구,독산동,금천롯데캐슬골드파크1차,96000,84.81,0.0,2016.0
강남구,도곡동,에스케이리더스뷰,246000,167.79,215.15,2005.0
강남구,도곡동,럭키(462),208000,79.89,0.0,1986.0
강북구,미아동,에스케이북한산시티,48400,59.98,0.0,2004.0
성북구,안암동2가,일광빌라(1동),21500,43.71,18.37,1993.0
강북구,미아동,에스케이북한산시티,62200,84.92,0.0,2004.0
송파구,잠실동,레이크팰리스,200000,84.82,0.0,2006.0
양천구,신월동,롯데캐슬,90000,84.97,0.0,2014.0
은평구,응암동,제니스빌,11500,20.75,12.26,2017.0
서초구,양재동,(356-4),34000,25.24,14.55,2011.0
서초구,잠원동,롯데캐슬갤럭시(50-1),276000,132.16,0.0,2004.0
서초구,서초동,강남역인앤인,17500,32.28,44.24,2005.0
강동구,천호동,강동 밀레니얼 중흥S-클래스,112200,98.49,0.0,0.0
강서구,화곡동,,81000,123.64,138.5,1982.0
영등포구,신길동,,68800,165.8,76.0,1996.0
강서구,염창동,루미온,37000,29.96,35.21,2022.0
강서구,화곡동,루체비스타,20200,24.67,0.0,2017.0
도봉구,창동,주공17단지,34000,36.16,0.0,1989.0
양천구,목동,행복하우스,27000,45.83,25.92,2008.0
구로구,온수동,리치안풍산,38800,70.32,0.0,2009.0
강서구,내발산동,우장산힐스테이트,116000,84.98,0.0,2005.0
마포구,노고산동,현대벤처빌,28300,34.64,0.0,2002.0
강동구,길동,현대웰하임(201동),10000,14.47,0.0,2012.0
동작구,신대방동,우성1,96500,84.99,0.0,1988.0
송파구,가락동,헬리오시티,188000,84.98,0.0,2018.0
성북구,장위동,꿈의숲코오롱하늘채,75100,59.92,0.0,2017.0
광진구,광장동,현대3,77000,84.97,0.0,1990.0
강동구,천호동,힐탑프라자,9300,20.48,24.26,1994.0
마포구,도화동,마스터즈타워,12800,23.78,35.02,2000.0
마포구,아현동,마포래미안푸르지오3단지,242000,145.2,0.0,2014.0
금천구,시흥동,,61870,128.59,104.9,1977.0
중구,신당동,유정,11700,29.4,0.0,2001.0
양천구,신월동,케이씨하우징,40900,28.64,18.84,2023.0
강동구,명일동,명일우성,156000,133.65,0.0,1986.0
중랑구,면목동,킴스아파트,31500,35.75,0.0,2018.0
강남구,논현동,,580000,526.84,237.7,1997.0
노원구,상계동,중계센트럴파크,82000,84.53,0.0,2016.0
양천구,목동,목동신시가지1,140000,65.34,0.0,1985.0
성북구,종암동,,9500,14.44,26.0,1985.0
양천구,목동,목동신시가지4,142500,65.34,0.0,1986.0
강남구,개포동,개포래미안포레스트,230000,84.86,0.0,2020.0
노원구,공릉동,초원빌라,12600,35.84,17.45,1997.0
양천구,목동,목동한울펠리스,31500,41.55,24.84,2016.0
양천구,목동,목동현대1,107000,59.9,0.0,1997.0
성북구,길음동,길음뉴타운5단지(래미안),70000,59.75,0.0,2006.0
강남구,일원동,목련타운,177000,134.71,0.0,1993.0
광진구,구의동,청담아트빌,30500,59.37,28.6,2002.0
중랑구,면목동,파인빌라트,25000,77.37,17.13,2012.0
금천구,독산동,미림주택3동(890-36),13000,37.62,26.47,1986.0
서초구,잠원동,미주파스텔,140000,59.76,0.0,2002.0
노원구,중계동,주공5,44000,44.52,0.0,1992.0
서초구,반포동,반포래미안아이파크,215000,59.95,0.0,2018.0
영등포구,문래동5가,대륭오피스텔,16000,38.76,57.67,1992.0
서초구,반포동,반포자이,600000,194.52,0.0,2009.0
서초구,반포동,반포자이,600000,194.52,0.0,2009.0
송파구,잠실동,잠실엘스,212000,84.8,0.0,2008.0
영등포구,신길동,건영,88000,75.93,0.0,1985.0
종로구,부암동,천일그린빌라(3동),16500,59.31,50.25,1987.0
은평구,응암동,백련산힐스테이트4차,72000,59.98,0.0,2018.0
성북구,돈암동,범양,58900,59.79,0.0,1998.0
마포구,성산동,KCC상암스튜디오380,14500,20.35,27.69,2014.0
동작구,상도동,(126-33),25500,63.46,30.63,2006.0
송파구,잠실동,트리지움,167000,59.88,0.0,2007.0
구로구,구로동,대림역 와이즈플레이스,14300,29.85,43.57,2012.0
서대문구,홍은동,"현대(1,2차)",68000,84.77,0.0,1988.0
강서구,마곡동,벽산,75000,114.96,0.0,1999.0
송파구,오금동,현대(2-4차),165000,130.93,0.0,1984.0
은평구,구산동,대영월드빌(B),35000,75.9,36.9,2002.0
동작구,신대방동,보라매파크빌,100000,84.81,0.0,2002.0
노원구,상계동,보람1단지,35000,44.33,0.0,1988.0
관악구,신림동,보람맨션,31000,62.1,37.2,1998.0
강남구,역삼동,대우디오빌플러스,38000,43.99,0.0,2004.0
중랑구,면목동,부림(175-38),20200,36.91,32.28,1976.0
서대문구,홍은동,북한산더샵,98000,84.83,0.0,2017.0
강동구,암사동,경지리버캐슬,131000,142.83,0.0,2003.0
용산구,동빙고동,,299000,141.46,152.0,1973.0
노원구,상계동,불암현대,64500,84.9,0.0,1999.0
송파구,문정동,브리앙뜨,55000,66.28,0.0,2003.0
송파구,오금동,현대백조,56000,31.0,0.0,1997.0
동대문구,전농동,청량리역 롯데캐슬 SKY-L65,103500,84.98,0.0,0.0
